EstadoCivil,Curso,QualificacaoAnterior,QualificacaoAnteriorGrau,Nacionalidade,NotaAdmissao,NecessidadesEspeciais,Devedor,MensalidadesEmDia,Genero,Bolsista,International,UnidadesCurriculares1SemestreCreditado,UnidadesCurriculares1SemestreInscrito,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares1SemestreSemAvaliacoes,UnidadesCurriculares2SemestreCreditado,UnidadesCurriculares2SemestreInscrito,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares2SemestreAprovado,UnidadesCurriculares2SemestreGrau,UnidadesCurriculares2SemestreSemAvaliacoes,TaxaDesemprego,TaxaInflacao,PIB,Target,target_class,target,target_excl_enrolled
Casado,Gestão (presencial noturno),Ensino Secundário,140.0,Português,130.0,0,0,1,Masculino,0,0,6,10,14,9,12.333333333333304,0,7,10,12,8,12.0,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Equincultura,Curso de Especialização Tecnológica,150.0,Português,150.0,0,0,1,Masculino,0,0,0,6,9,0,0.0,0,0,6,8,1,10.0,1,16.2,0.3,-0.92,Desistente,Desistente,1,1
União de Fato,Engenharia Informática,Ensino Secundário,120.0,Português,116.0,0,1,1,Masculino,1,0,0,5,14,1,17.0,0,0,5,10,2,11.0,0,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Gestão,Ensino Secundário,110.0,Português,99.0,0,0,1,Masculino,0,0,0,5,5,5,11.0,0,0,5,11,3,11.428571428571399,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Serviço Social,Ensino Secundário,133.0,Português,132.0,0,0,1,Masculino,1,0,0,6,11,5,11.142857142857096,0,0,6,9,6,11.571428571428502,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Turismo,Ensino Secundário,110.0,Português,125.0,0,0,0,Masculino,0,0,3,8,19,5,12.166666666666602,0,3,7,12,5,12.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Ensino Secundário,126.0,Português,116.2,0,1,0,Masculino,0,0,0,5,9,2,11.0,0,0,5,8,2,11.5,2,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Básico (3º Ciclo),133.1,Português,100.0,0,0,0,Masculino,0,0,0,5,8,1,11.0,0,0,5,6,3,10.666666666666602,1,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,136.0,Português,132.9,0,0,1,Masculino,0,0,0,6,10,4,13.25,0,0,6,13,5,11.8,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,129.0,Português,132.5,0,0,1,Masculino,0,0,0,6,7,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,0,Masculino,0,0,0,6,17,2,12.5,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,160.0,Português,100.1,0,0,0,Masculino,0,0,6,10,10,7,12.142857142857096,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Ensino Secundário,133.1,Português,128.2,0,0,1,Masculino,0,0,0,5,8,3,12.0,0,0,5,10,3,11.333333333333304,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,140.0,Português,133.4,0,0,1,Masculino,0,0,0,6,6,4,11.25,0,0,6,9,4,10.428571428571399,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Jornalismo e Comunicação,Ensino Secundário,142.0,Português,136.1,0,0,0,Masculino,0,0,0,4,8,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,138.0,Português,123.0,0,1,0,Masculino,0,0,0,6,7,5,12.4,0,0,6,8,4,13.0,0,13.9,-0.3,0.79,Matriculado,Matriculado,0,
Solteiro,Design de Comunicação,Ensino Secundário,131.0,Português,130.3,0,0,1,Masculino,1,0,0,6,6,6,12.833333333333304,0,0,6,8,6,12.666666666666602,2,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Engenharia Informática,Ensino Secundário,160.0,Português,153.7,0,0,1,Masculino,0,0,0,5,7,1,13.0,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Enfermagem Veterinária,Ensino Secundário,110.0,Português,142.5,0,1,0,Masculino,0,0,5,7,7,5,12.0,0,3,7,7,3,11.666666666666602,0,8.9,1.4,3.51,Desistente,Desistente,1,1
Solteiro,Turismo,Ensino Secundário,124.0,Português,114.6,0,0,1,Masculino,0,0,0,6,13,2,12.0,0,0,6,12,1,13.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,120.0,Português,108.5,0,0,1,Masculino,0,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Gestão,Outro - 11º Ano de Escolaridade,133.1,Português,140.0,0,0,1,Masculino,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Agronomia,Ensino Secundário,133.1,Português,120.0,0,0,1,Masculino,0,0,0,6,10,6,11.375,0,0,6,10,5,11.6,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Gestão de Publicidade e Marketing,Ensino Básico (3º Ciclo),133.1,Português,120.0,0,1,1,Masculino,0,0,1,6,15,2,12.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,123.0,Português,127.6,0,0,1,Masculino,0,0,0,6,6,6,11.833333333333304,0,0,6,6,6,11.666666666666602,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Casado,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Masculino,0,0,0,6,17,1,12.0,0,0,6,23,2,10.5,1,16.2,0.3,-0.92,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Ensino Secundário,138.7,Português,111.3,0,0,1,Masculino,0,0,1,6,7,3,12.0,0,2,6,7,2,11.0,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,131.0,Português,131.0,0,0,1,Masculino,1,0,0,6,7,6,12.714285714285698,0,0,6,8,5,11.833333333333304,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,149.0,Português,139.5,0,0,1,Masculino,1,0,0,8,8,8,15.3,0,0,8,8,8,15.3,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Casado,Agronomia,Ensino Básico (3º Ciclo),133.1,Português,110.0,0,0,0,Masculino,0,0,2,8,12,2,11.5,2,0,7,9,0,0.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Curso de Especialização Tecnológica,130.0,Português,130.0,0,0,1,Masculino,0,0,0,5,12,1,13.0,0,0,5,8,3,12.6,0,12.4,0.5,1.79,Matriculado,Matriculado,0,
Solteiro,Agronomia,Ensino Secundário,120.0,Português,115.0,0,0,1,Masculino,0,0,0,6,12,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Desistente,Desistente,1,1
Divorciado,Enfermagem,Ensino Secundário,133.1,Português,154.3,0,0,1,Feminino,0,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,143.0,Português,135.0,0,0,1,Feminino,0,0,0,5,8,4,11.0,0,0,5,8,5,12.0,0,7.6,2.6,0.32,Matriculado,Matriculado,0,
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,126.0,Português,115.2,0,0,0,Feminino,0,0,0,6,7,3,12.666666666666602,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,125.0,Português,130.6,0,0,1,Feminino,1,0,0,6,6,6,13.5,0,0,6,6,6,14.0,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,123.0,Português,117.4,0,0,1,Feminino,1,0,0,5,7,5,12.0,0,0,5,10,5,11.4,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Superior - Licenciatura,150.0,Português,150.0,0,1,0,Feminino,0,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Ensino Básico,Ensino Secundário,132.0,Português,131.3,0,0,1,Feminino,0,0,0,6,8,5,11.8,0,0,6,8,4,10.5,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Serviço Social,Ensino Secundário,133.0,Português,120.4,0,0,0,Feminino,0,0,0,6,12,2,11.5,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Gestão (presencial noturno),Ensino Secundário,122.0,Português,113.6,0,0,1,Masculino,0,0,0,5,11,2,11.5,0,0,5,10,3,12.0,0,7.6,2.6,0.32,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,137.0,Português,125.0,0,0,1,Feminino,0,0,0,7,7,6,14.6166666666666,0,0,7,7,6,14.6166666666666,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,145.0,Português,132.3,0,0,1,Feminino,1,0,0,8,8,7,14.06,0,0,8,8,7,14.06,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Turismo,Ensino Secundário,150.0,Português,142.7,0,1,1,Feminino,0,0,0,6,9,4,11.0,0,0,6,12,3,11.333333333333304,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Superior - Licenciatura,130.0,Português,130.0,0,0,1,Feminino,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,136.0,Português,120.8,0,0,1,Feminino,0,0,6,14,22,7,12.192307692307603,5,6,14,22,7,12.192307692307603,5,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Turismo,Ensino Secundário,131.0,Português,130.3,0,0,1,Feminino,1,0,0,6,6,6,12.833333333333304,0,0,6,7,6,12.333333333333304,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,130.0,Português,119.9,0,0,1,Feminino,1,0,0,5,8,5,12.875,0,0,5,6,5,11.833333333333304,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,108.0,Português,110.5,0,0,1,Feminino,1,0,0,6,6,6,12.166666666666602,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Agronomia,Curso de Especialização Tecnológica,160.0,Português,160.0,0,0,1,Feminino,0,0,0,6,11,6,13.428571428571399,0,0,6,12,6,12.857142857142804,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,113.0,Português,118.6,0,0,1,Feminino,1,0,0,6,6,6,14.5,0,0,6,8,6,14.6666666666666,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Ensino Básico,Ensino Secundário,113.0,Português,112.3,0,0,1,Feminino,1,0,0,7,7,7,12.142857142857096,0,0,7,7,7,12.857142857142804,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Casado,Gestão,Ensino Secundário,137.0,Português,124.4,0,0,1,Feminino,0,0,0,5,6,4,11.25,0,0,5,10,3,11.714285714285698,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,148.0,Português,125.0,0,0,1,Feminino,0,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,130.0,Português,105.8,0,0,1,Feminino,0,0,0,7,12,3,13.7666666666666,0,0,7,11,3,12.066666666666602,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Superior - Licenciatura,133.1,Português,121.5,0,0,1,Feminino,0,0,13,15,17,13,11.615384615384599,0,11,14,14,11,12.5454545454545,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Serviço Social,Ensino Secundário,138.0,Português,134.2,0,0,1,Feminino,1,0,0,6,6,6,15.1666666666666,0,0,6,7,6,14.142857142857096,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Divorciado,Gestão,Ensino Superior - Licenciatura,130.0,Português,130.0,0,0,1,Feminino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Ensino Secundário,127.0,Português,122.8,0,0,1,Feminino,0,0,0,5,10,2,14.5,1,0,5,9,3,11.333333333333304,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Serviço Social,Ensino Secundário,115.0,Português,108.7,0,0,1,Feminino,1,0,0,6,9,5,10.8,0,0,6,8,6,10.7142857142857,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,147.0,Português,136.7,0,0,1,Feminino,0,0,0,7,7,7,13.995714285714197,0,0,8,9,8,14.9555555555555,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,132.0,Português,119.1,0,0,1,Feminino,0,0,0,6,8,6,13.285714285714198,0,0,6,16,6,11.8,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Design de Animação e Multimédia,Ensino Secundário,146.0,Português,151.3,0,0,1,Feminino,1,0,6,12,12,12,12.75,0,4,11,16,11,13.25,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,109.0,Português,108.3,0,0,1,Feminino,1,0,0,6,15,2,10.5,0,0,6,8,5,12.4,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Ensino Básico,Ensino Secundário,133.0,Português,127.4,0,1,1,Feminino,1,0,0,7,7,7,12.714285714285698,0,0,7,7,7,12.285714285714198,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,124.0,Português,124.0,0,0,1,Feminino,0,0,0,8,8,8,12.88625,0,0,8,8,8,12.88625,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Design de Comunicação,Ensino Secundário,133.1,Português,155.0,0,0,1,Feminino,1,0,0,6,7,5,13.0,0,0,6,6,6,12.666666666666602,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,121.0,Português,114.0,0,0,1,Feminino,1,0,0,5,7,5,12.2,0,0,5,6,5,11.2,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,129.0,Português,118.9,0,0,1,Feminino,0,0,0,5,8,4,12.8,0,0,5,10,3,14.5,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Enfermagem Veterinária,Curso Técnico Superior Profissional,160.0,Português,160.0,0,0,1,Feminino,0,0,7,11,15,11,13.785714285714198,0,4,9,9,9,13.8888888888888,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,131.0,Português,126.1,0,0,1,Feminino,0,0,0,5,5,0,0.0,0,0,5,9,4,13.25,2,16.2,0.3,-0.92,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,150.0,Português,136.5,0,0,1,Feminino,1,0,0,8,8,8,14.501249999999999,0,0,8,8,8,14.501249999999999,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Casado,Enfermagem,Ensino Secundário,130.0,Português,122.3,0,0,1,Feminino,0,0,0,7,7,6,14.35,0,0,7,7,6,14.35,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Design de Comunicação,Ensino Secundário,133.1,Português,128.0,0,0,1,Feminino,1,0,0,6,6,6,11.5,0,0,6,6,6,12.333333333333304,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,154.0,Português,156.5,1,0,1,Feminino,1,0,0,6,8,6,11.714285714285698,0,0,6,6,6,14.6666666666666,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,126.0,Português,125.7,0,0,1,Feminino,0,0,0,6,9,6,13.571428571428504,0,0,6,10,5,13.6,0,15.5,2.8,-4.06,Matriculado,Matriculado,0,
Solteiro,Jornalismo e Comunicação,Ensino Secundário,150.0,Português,143.0,0,0,1,Feminino,0,0,0,6,6,5,13.0,0,0,6,6,6,13.6666666666666,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,141.0,Português,131.9,0,0,1,Feminino,1,0,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Casado,Gestão (presencial noturno),Ensino Secundário,134.0,Português,113.7,0,0,1,Feminino,0,0,1,5,5,5,10.2,0,0,5,9,4,11.25,0,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Design de Animação e Multimédia,Ensino Secundário,146.0,Português,155.1,0,0,1,Feminino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Ensino Básico,Ensino Secundário,134.0,Português,121.1,0,0,1,Feminino,0,0,0,6,8,5,12.2,0,0,6,8,5,11.8,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,139.0,Português,130.3,0,0,1,Feminino,1,0,0,8,8,8,14.153749999999999,0,0,8,8,8,14.153749999999999,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,136.0,Português,123.3,0,0,0,Feminino,0,0,0,8,8,0,0.0,8,0,8,8,0,0.0,8,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,110.0,Português,117.4,0,0,1,Feminino,0,0,0,6,7,6,13.833333333333304,0,0,6,6,6,12.833333333333304,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,135.0,Português,140.3,0,0,1,Feminino,0,0,0,6,7,6,13.428571428571399,0,0,6,6,4,14.0,0,12.4,0.5,1.79,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,129.0,Português,120.0,0,0,1,Feminino,0,0,0,8,8,7,12.454285714285698,0,0,8,8,7,12.454285714285698,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,139.0,Português,133.4,0,0,1,Feminino,0,0,0,5,9,1,11.0,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,137.0,Português,126.7,0,0,1,Feminino,0,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,138.0,Português,129.3,0,0,1,Feminino,1,0,0,7,8,6,13.271666666666599,0,0,8,11,7,12.94375,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,136.0,Português,125.7,0,0,1,Feminino,0,0,0,7,8,6,13.548333333333304,0,0,8,11,6,14.775,0,11.1,0.6,2.02,Matriculado,Matriculado,0,
Solteiro,Jornalismo e Comunicação,Ensino Secundário,143.0,Português,144.8,0,0,1,Feminino,0,0,0,6,6,6,12.166666666666602,0,0,6,6,6,12.5,0,16.2,0.3,-0.92,Matriculado,Matriculado,0,
Solteiro,Turismo,Ensino Secundário,133.1,Português,98.6,0,0,1,Feminino,0,0,0,6,16,2,11.0,0,0,6,12,0,0.0,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Solteiro,Ensino Básico,Ensino Secundário,136.0,Português,126.9,0,0,1,Feminino,1,0,0,7,7,7,13.285714285714198,0,0,7,7,7,14.428571428571399,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,139.0,Português,146.7,0,0,1,Feminino,1,0,0,6,6,6,13.333333333333304,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,125.0,Português,117.0,0,0,1,Feminino,1,0,0,8,8,8,13.257499999999999,0,0,8,8,8,13.257499999999999,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Curso de Especialização Tecnológica,130.0,Português,130.0,0,0,1,Feminino,0,0,0,6,7,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Serviço Social,Ensino Secundário,137.0,Português,125.8,0,0,0,Feminino,1,0,0,6,10,6,12.666666666666602,0,0,6,6,2,11.5,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Casado,Gestão (presencial noturno),Ensino Superior - Licenciatura,130.0,Português,160.0,0,0,1,Feminino,0,0,0,5,5,5,14.6,0,0,5,5,5,15.4,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Ensino Secundário,130.0,Português,134.2,0,0,1,Feminino,0,0,0,5,13,0,0.0,5,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Casado,Gestão,Ensino Secundário,160.0,Português,96.0,0,0,0,Feminino,0,0,3,5,7,3,12.333333333333304,0,0,5,8,0,0.0,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,100.0,Português,101.8,0,0,1,Feminino,0,0,0,5,5,5,10.8,0,0,5,11,2,11.0,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Serviço Social,Ensino Secundário,136.0,Português,125.2,0,0,1,Feminino,0,0,0,6,7,6,11.666666666666602,0,0,6,10,6,11.333333333333304,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,117.0,Português,100.0,0,0,1,Feminino,0,0,0,6,6,4,12.5,0,0,6,6,6,14.333333333333304,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Casado,Gestão,Ensino Superior - Licenciatura,140.0,Português,140.0,0,0,1,Feminino,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Design de Comunicação,Ensino Secundário,132.0,Português,120.0,0,0,1,Feminino,1,0,0,6,6,6,15.333333333333304,0,0,6,6,6,14.1666666666666,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,147.0,Português,134.3,0,0,1,Feminino,0,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,158.0,Português,144.7,0,0,1,Feminino,1,0,0,6,6,6,14.833333333333304,0,0,6,6,6,14.6666666666666,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,142.0,Português,131.9,0,0,1,Feminino,0,0,0,7,7,7,13.642857142857096,0,0,8,8,8,14.3875,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,143.0,Português,136.7,0,0,1,Feminino,1,0,0,6,6,6,13.833333333333304,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Design de Comunicação,Ensino Secundário,135.0,Português,129.8,0,0,1,Feminino,0,0,0,6,6,6,11.833333333333304,0,0,6,7,6,13.0,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,160.0,Português,146.5,0,0,1,Feminino,1,0,0,6,7,6,13.428571428571399,0,0,6,10,6,13.5,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Gestão (presencial noturno),Ensino Secundário,120.0,Português,122.5,0,0,1,Feminino,0,0,8,13,16,8,10.5,0,8,12,19,9,10.333333333333304,0,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Higiene Oral,Ensino Básico (3º Ciclo),133.1,Português,117.8,0,0,1,Feminino,0,0,0,7,10,6,11.416666666666602,0,0,8,9,8,11.9625,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Higiene Oral,Ensino Secundário,133.1,Português,106.0,0,0,1,Feminino,0,0,0,7,16,2,12.75,0,0,7,12,2,11.0,0,8.9,1.4,3.51,Desistente,Desistente,1,1
Solteiro,Higiene Oral,Ensino Secundário,133.0,Português,119.0,0,0,1,Feminino,0,0,0,7,10,6,11.15,0,0,7,7,7,12.814285714285697,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,120.0,Português,115.1,0,0,1,Feminino,0,0,0,6,8,3,11.666666666666602,0,0,6,11,5,13.625,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Turismo,Ensino Secundário,106.0,Português,116.9,0,0,1,Feminino,0,0,0,6,7,6,11.5,0,0,6,8,5,12.4,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,148.0,Português,141.7,0,0,1,Feminino,0,0,0,6,6,6,13.833333333333304,0,0,6,6,6,12.666666666666602,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Design de Comunicação,Ensino Secundário,134.0,Português,127.7,0,0,0,Feminino,0,0,1,6,8,6,11.714285714285698,1,0,6,11,4,11.333333333333304,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,130.0,Português,122.1,0,0,1,Feminino,1,0,0,7,8,7,11.678571428571399,0,0,8,10,7,13.0375,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,150.0,Português,153.5,0,0,1,Feminino,0,0,0,6,7,6,15.714285714285703,0,0,6,6,6,14.6666666666666,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Design de Animação e Multimédia,Ensino Secundário,141.0,Português,141.4,0,0,1,Feminino,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,140.0,Português,135.8,0,0,1,Feminino,1,0,0,6,6,6,13.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,138.0,Português,127.5,0,0,1,Feminino,1,0,0,7,7,7,14.485714285714199,0,0,8,9,8,14.5888888888888,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Gestão (presencial noturno),Ensino Secundário,130.0,Português,151.6,0,0,1,Feminino,0,0,0,5,9,5,12.285714285714198,0,0,5,8,5,12.125,0,16.2,0.3,-0.92,Matriculado,Matriculado,0,
